num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
4,48,1,6,7752,16,66,7752,16,66
4,48,2,10,8917,19,76,8912,19,76
4,48,3,14,8518,18,73,8514,18,73
4,48,4,18,7944,17,68,7916,16,67
4,48,5,22,7356,15,63,7335,15,62
4,48,6,26,6619,14,56,6582,14,56
4,48,7,30,5996,12,51,5859,12,50
4,48,8,34,5250,11,45,5120,10,43
4,48,9,38,4334,9,37,4122,8,35
4,64,1,6,9906,16,66,9906,16,66
4,64,2,10,11825,19,79,11822,19,79
4,64,3,14,12562,21,84,12561,21,84
4,64,4,18,12833,21,86,12828,21,86
4,64,5,22,12470,20,83,12410,20,83
4,64,6,26,11983,20,80,11952,20,80
4,64,7,30,11211,18,75,11144,18,74
4,64,8,34,10031,16,67,9728,16,65
4,64,9,38,8946,15,60,8784,14,59
4,80,1,6,15435,16,66,15435,16,66
4,80,2,10,18500,19,79,18500,19,79
4,80,3,14,19810,21,85,19806,21,85
4,80,4,18,20559,22,88,20556,22,88
4,80,5,22,20826,22,89,20790,22,89
4,80,6,26,20496,22,88,20448,22,88
4,80,7,30,20713,22,89,20671,22,89
4,80,8,34,20664,22,89,20592,22,88
4,80,9,38,20329,21,87,20268,21,87
4,96,1,6,18419,16,66,18419,16,66
4,96,2,10,22043,19,79,22034,19,79
4,96,3,14,23535,21,85,23523,21,85
4,96,4,18,24196,21,87,24176,21,87
4,96,5,22,23996,21,86,23980,21,86
4,96,6,26,24081,21,87,24036,21,86
4,96,7,30,23695,21,85,23604,21,85
4,96,8,34,22977,20,83,22928,20,82
4,96,9,38,22457,20,81,22410,20,81
4,112,1,6,16613,16,66,16613,16,66
4,112,2,10,19920,19,79,19918,19,79
4,112,3,14,21341,21,85,21339,21,85
4,112,4,18,22088,22,88,22076,22,88
4,112,5,22,22527,22,90,22505,22,90
4,112,6,26,22631,22,90,22614,22,90
4,112,7,30,22539,22,90,22505,22,90
4,112,8,34,22378,22,89,22328,22,89
4,112,9,38,22021,22,88,21978,22,88
4,128,1,6,23113,16,66,23113,16,66
4,128,2,10,27721,19,79,27716,19,79
4,128,3,14,29671,21,85,29661,21,85
4,128,4,18,30753,22,88,30724,22,88
4,128,5,22,31390,22,90,31385,22,90
4,128,6,26,31782,22,91,31734,22,91
4,128,7,30,32154,23,92,32095,23,92
4,128,8,34,32401,23,93,32344,23,93
4,128,9,38,32255,23,93,32193,23,92
4,144,1,6,21887,16,66,21887,16,66
4,144,2,10,26263,19,79,26262,19,79
4,144,3,14,28128,21,85,28122,21,85
4,144,4,18,29128,22,88,29096,22,88
4,144,5,22,29726,22,90,29710,22,90
4,144,6,26,30172,22,91,30156,22,91
4,144,7,30,30414,23,92,30387,23,92
4,144,8,34,30346,23,92,30288,23,92
4,144,9,38,30020,22,91,29970,22,91
4,160,1,6,24409,16,66,24409,16,66
4,160,2,10,29263,19,79,29256,19,79
4,160,3,14,31357,21,85,31350,21,85
4,160,4,18,32458,22,88,32432,22,88
4,160,5,22,33182,22,90,33145,22,90
4,160,6,26,33695,23,92,33672,22,91
4,160,7,30,34026,23,92,33985,23,92
4,160,8,34,34066,23,93,33960,23,92
4,160,9,38,34062,23,93,34020,23,92
4,176,1,6,27059,16,66,27059,16,66
4,176,2,10,32466,19,79,32464,19,79
4,176,3,14,34771,21,85,34770,21,85
4,176,4,18,36025,22,88,36012,22,88
4,176,5,22,36852,22,90,36830,22,90
4,176,6,26,37207,22,91,37170,22,91
4,176,7,30,37696,23,92,37660,23,92
4,176,8,34,38006,23,93,37944,23,93
4,176,9,38,38086,23,93,38007,23,93
4,192,1,6,30011,16,66,30011,16,66
4,192,2,10,36005,19,79,36004,19,79
4,192,3,14,38536,21,85,38526,21,85
4,192,4,18,39954,22,88,39936,22,88
4,192,5,22,40859,22,90,40830,22,90
4,192,6,26,41368,22,91,41334,22,91
4,192,7,30,41881,23,93,41846,23,92
4,192,8,34,42051,23,93,42008,23,93
4,192,9,38,41948,23,93,41868,23,92
4,208,1,6,31879,16,66,31879,16,66
4,208,2,10,38229,19,79,38224,19,79
4,208,3,14,40942,21,85,40938,21,85
4,208,4,18,42478,22,88,42472,22,88
4,208,5,22,43339,22,90,43315,22,90
4,208,6,26,44032,23,92,44022,23,92
4,208,7,30,44528,23,93,44485,23,93
4,208,8,34,44691,23,93,44640,23,93
4,208,9,38,45051,23,94,44991,23,94
4,224,1,6,38727,16,66,38727,16,66
4,224,2,10,46463,19,79,46462,19,79
4,224,3,14,49786,21,85,49785,21,85
4,224,4,18,51592,22,88,51588,22,88
4,224,5,22,52773,22,90,52760,22,90
4,224,6,26,53551,23,92,53514,23,92
4,224,7,30,54164,23,93,54131,23,93
4,224,8,34,54456,23,93,54384,23,93
4,224,9,38,54636,23,94,54585,23,93
4,240,1,6,40742,16,66,40742,16,66
4,240,2,10,48880,19,79,48880,19,79
4,240,3,14,52373,21,85,52371,21,85
4,240,4,18,54311,22,88,54304,22,88
4,240,5,22,55486,22,90,55480,22,90
4,240,6,26,56334,23,92,56328,23,92
4,240,7,30,56651,23,92,56644,23,92
4,240,8,34,56851,23,93,56848,23,93
4,240,9,38,56799,23,92,56745,23,92
4,256,1,6,37525,16,66,37525,16,66
4,256,2,10,45022,19,79,45022,19,79
4,256,3,14,48243,21,85,48243,21,85
4,256,4,18,50011,22,88,50008,22,88
4,256,5,22,51118,22,90,51090,22,90
4,256,6,26,51890,23,92,51888,23,92
4,256,7,30,52377,23,93,52367,23,93
4,256,8,34,52817,23,93,52784,23,93
4,256,9,38,53285,23,94,53262,23,94
4,272,1,6,41243,16,66,41243,16,66
4,272,2,10,49485,19,79,49484,19,79
4,272,3,14,53016,21,85,53016,21,85
4,272,4,18,54969,22,88,54968,22,88
4,272,5,22,56209,22,90,56205,22,90
4,272,6,26,57041,23,92,57024,23,92
4,272,7,30,57678,23,93,57645,23,93
4,272,8,34,58145,23,93,58120,23,93
4,272,9,38,58477,23,94,58464,23,94
4,288,1,6,46696,16,66,46696,16,66
4,288,2,10,56020,19,79,56014,19,79
4,288,3,14,60011,21,85,60009,21,85
4,288,4,18,62241,22,88,62240,22,88
4,288,5,22,63647,22,90,63640,22,90
4,288,6,26,64637,23,92,64632,23,92
4,288,7,30,65310,23,93,65296,23,93
4,288,8,34,65850,23,93,65832,23,93
4,288,9,38,66300,23,94,66294,23,94
4,304,1,6,52824,16,66,52824,16,66
4,304,2,10,63393,19,79,63392,19,79
4,304,3,14,67905,21,85,67905,21,85
4,304,4,18,70396,22,88,70396,22,88
4,304,5,22,71951,22,90,71950,22,90
4,304,6,26,73039,23,92,73032,23,92
4,304,7,30,73791,23,93,73780,23,93
4,304,8,34,74393,23,93,74376,23,93
4,304,9,38,74656,23,94,74583,23,94
6,24,1,9,1870,10,62,1870,10,62
6,24,2,15,1775,9,59,1772,9,58
6,24,3,21,684,3,22,549,3,18
6,24,4,27,3,0,0,0,0,0
6,24,5,33,0,0,0,0,0,0
6,24,6,39,0,0,0,0,0,0
6,24,7,45,0,0,0,0,0,0
6,24,8,51,0,0,0,0,0,0
6,24,9,57,0,0,0,0,0,0
6,48,1,9,4676,11,66,4676,11,66
6,48,2,15,5529,13,78,5520,13,78
6,48,3,21,5342,12,75,5316,12,75
6,48,4,27,4299,10,61,4260,10,60
6,48,5,33,2911,6,41,2845,6,40
6,48,6,39,2022,4,28,2004,4,28
6,48,7,45,977,2,13,805,1,11
6,48,8,51,232,0,3,0,0,0
6,48,9,57,0,0,0,0,0,0
6,72,1,9,6800,11,66,6800,11,66
6,72,2,15,8145,13,79,8132,13,79
6,72,3,21,8611,13,83,8607,13,83
6,72,4,27,8306,13,80,8296,13,80
6,72,5,33,7685,12,74,7665,12,74
6,72,6,39,6932,11,67,6900,11,67
6,72,7,45,5733,9,55,5621,9,54
6,72,8,51,4792,7,46,4728,7,46
6,72,9,57,3748,6,36,3537,5,34
6,96,1,9,9746,11,66,9746,11,66
6,96,2,15,11659,13,79,11658,13,79
6,96,3,21,12475,14,85,12465,14,85
6,96,4,27,12536,14,85,12532,14,85
6,96,5,33,12257,13,83,12190,13,83
6,96,6,39,11608,13,79,11574,13,78
6,96,7,45,10843,12,73,10815,12,73
6,96,8,51,9912,11,67,9848,11,67
6,96,9,57,8874,10,60,8820,10,60
6,120,1,9,11485,11,66,11485,11,66
6,120,2,15,13785,13,79,13784,13,79
6,120,3,21,14684,14,85,14676,14,85
6,120,4,27,14931,14,86,14916,14,86
6,120,5,33,15062,14,87,15050,14,87
6,120,6,39,14875,14,86,14856,14,86
6,120,7,45,14455,13,83,14434,13,83
6,120,8,51,13951,13,80,13904,13,80
6,120,9,57,13025,12,75,12888,12,74
6,144,1,9,14408,11,66,14408,11,66
6,144,2,15,17287,13,79,17286,13,79
6,144,3,21,18512,14,85,18510,14,85
6,144,4,27,19149,14,88,19140,14,88
6,144,5,33,19595,15,90,19580,15,90
6,144,6,39,19634,15,90,19626,15,90
6,144,7,45,19656,15,90,19628,15,90
6,144,8,51,19217,14,88,19184,14,88
6,144,9,57,18597,14,85,18486,14,85
6,168,1,9,18563,11,66,18563,11,66
6,168,2,15,22241,13,79,22240,13,79
6,168,3,21,23780,14,85,23778,14,85
6,168,4,27,24645,14,88,24632,14,88
6,168,5,33,25108,15,90,25085,15,90
6,168,6,39,25338,15,90,25302,15,90
6,168,7,45,25270,15,90,25242,15,90
6,168,8,51,25035,14,89,25000,14,89
6,168,9,57,24446,14,87,24426,14,87
6,192,1,9,23136,11,66,23136,11,66
6,192,2,15,27742,13,79,27736,13,79
6,192,3,21,29705,14,85,29700,14,85
6,192,4,27,30818,14,88,30812,14,88
6,192,5,33,31416,15,90,31390,15,90
6,192,6,39,31584,15,90,31578,15,90
6,192,7,45,31539,15,90,31507,15,90
6,192,8,51,31171,14,89,31152,14,89
6,192,9,57,30993,14,89,30942,14,89
6,216,1,9,22106,11,66,22106,11,66
6,216,2,15,26501,13,79,26500,13,79
6,216,3,21,28379,14,85,28368,14,85
6,216,4,27,29393,14,88,29368,14,88
6,216,5,33,29877,15,90,29860,15,90
6,216,6,39,29987,15,90,29976,15,90
6,216,7,45,29968,15,90,29939,15,90
6,216,8,51,29643,14,89,29608,14,89
6,216,9,57,29420,14,88,29376,14,88
6,240,1,9,26526,11,66,26526,11,66
6,240,2,15,31827,13,79,31826,13,79
6,240,3,21,34100,14,85,34098,14,85
6,240,4,27,35321,14,88,35320,14,88
6,240,5,33,36062,15,90,36055,15,90
6,240,6,39,36519,15,91,36498,15,91
6,240,7,45,36789,15,92,36743,15,92
6,240,8,51,36845,15,92,36824,15,92
6,240,9,57,36729,15,92,36720,15,92
6,264,1,9,28154,11,66,28154,11,66
6,264,2,15,33774,13,79,33774,13,79
6,264,3,21,36180,14,85,36171,14,85
6,264,4,27,37519,14,88,37512,14,88
6,264,5,33,38261,15,90,38250,15,90
6,264,6,39,38832,15,91,38826,15,91
6,264,7,45,39160,15,92,39144,15,92
6,264,8,51,39058,15,92,39024,15,92
6,264,9,57,39353,15,93,39312,15,93
6,288,1,9,30018,11,66,30018,11,66
6,288,2,15,36006,13,79,36006,13,79
6,288,3,21,38517,14,85,38511,14,85
6,288,4,27,39920,14,88,39916,14,88
6,288,5,33,40892,15,90,40880,15,90
6,288,6,39,41290,15,91,41256,15,91
6,288,7,45,41529,15,92,41503,15,92
6,288,8,51,41749,15,92,41728,15,92
6,288,9,57,41620,15,92,41607,15,92
6,312,1,9,34578,11,66,34578,11,66
6,312,2,15,41479,13,79,41470,13,79
6,312,3,21,44440,14,85,44424,14,85
6,312,4,27,46086,14,88,46068,14,88
6,312,5,33,47122,15,90,47120,15,90
6,312,6,39,47852,15,92,47832,15,92
6,312,7,45,48360,15,93,48356,15,93
6,312,8,51,48673,15,93,48624,15,93
6,312,9,57,48952,15,94,48924,15,94
6,336,1,9,37904,11,66,37904,11,66
6,336,2,15,45483,13,79,45482,13,79
6,336,3,21,48678,14,85,48675,14,85
6,336,4,27,50510,14,88,50508,14,88
6,336,5,33,51614,15,90,51610,15,90
6,336,6,39,52431,15,92,52422,15,92
6,336,7,45,52839,15,92,52808,15,92
6,336,8,51,53120,15,93,53088,15,93
6,336,9,57,53345,15,93,53325,15,93
6,360,1,9,38337,11,66,38337,11,66
6,360,2,15,45997,13,79,45996,13,79
6,360,3,21,49275,14,85,49275,14,85
6,360,4,27,51053,14,88,51044,14,88
6,360,5,33,52220,15,90,52215,15,90
6,360,6,39,52856,15,91,52854,15,91
6,360,7,45,53311,15,92,53291,15,92
6,360,8,51,53548,15,93,53528,15,93
6,360,9,57,53791,15,93,53748,15,93
6,384,1,9,45254,11,66,45254,11,66
6,384,2,15,54300,13,79,54300,13,79
6,384,3,21,58170,14,85,58170,14,85
6,384,4,27,60294,14,88,60292,14,88
6,384,5,33,61631,15,90,61625,15,90
6,384,6,39,62532,15,92,62532,15,92
6,384,7,45,63166,15,93,63154,15,93
6,384,8,51,63703,15,93,63696,15,93
6,384,9,57,64215,15,94,64197,15,94
6,408,1,9,44241,11,66,44241,11,66
6,408,2,15,53088,13,79,53086,13,79
6,408,3,21,56859,14,85,56859,14,85
6,408,4,27,58955,14,88,58952,14,88
6,408,5,33,60261,15,90,60260,15,90
6,408,6,39,61162,15,92,61158,15,92
6,408,7,45,61861,15,93,61852,15,93
6,408,8,51,62329,15,93,62304,15,93
6,408,9,57,62657,15,94,62622,15,94
6,432,1,9,48761,11,66,48761,11,66
6,432,2,15,58504,13,79,58504,13,79
6,432,3,21,62671,14,85,62670,14,85
6,432,4,27,64921,14,88,64916,14,88
6,432,5,33,66451,15,90,66450,15,90
6,432,6,39,67388,15,92,67374,15,92
6,432,7,45,67997,15,92,67977,15,92
6,432,8,51,68609,15,93,68584,15,93
6,432,9,57,68962,15,94,68940,15,94
6,456,1,9,52560,11,66,52560,11,66
6,456,2,15,63068,13,79,63068,13,79
6,456,3,21,67558,14,85,67554,14,85
6,456,4,27,70034,14,88,70032,14,88
6,456,5,33,71575,15,90,71570,15,90
6,456,6,39,72686,15,92,72684,15,92
6,456,7,45,73427,15,93,73402,15,93
6,456,8,51,74099,15,93,74088,15,93
6,456,9,57,74620,15,94,74610,15,94
8,32,1,12,2719,7,56,2719,7,56
8,32,2,20,2390,6,49,2384,6,49
8,32,3,28,1505,3,31,1446,3,30
8,32,4,36,0,0,0,0,0,0
8,32,5,44,0,0,0,0,0,0
8,32,6,52,0,0,0,0,0,0
8,32,7,60,0,0,0,0,0,0
8,32,8,68,0,0,0,0,0,0
8,32,9,76,0,0,0,0,0,0
8,64,1,12,5706,8,66,5706,8,66
8,64,2,20,6403,9,74,6398,9,74
8,64,3,28,6032,8,70,6027,8,70
8,64,4,36,5211,7,60,5192,7,60
8,64,5,44,4226,6,49,4215,6,48
8,64,6,52,2671,3,31,2610,3,30
8,64,7,60,1005,1,11,644,0,7
8,64,8,68,110,0,1,0,0,0
8,64,9,76,0,0,0,0,0,0
8,96,1,12,8032,8,66,8032,8,66
8,96,2,20,9490,9,78,9484,9,78
8,96,3,28,9966,10,82,9963,10,82
8,96,4,36,9376,9,77,9364,9,77
8,96,5,44,8717,9,72,8705,9,72
8,96,6,52,7848,8,64,7776,8,64
8,96,7,60,6673,6,55,6559,6,54
8,96,8,68,5568,5,46,5456,5,45
8,96,9,76,4606,4,38,4392,4,36
8,128,1,12,10204,8,66,10204,8,66
8,128,2,20,12191,9,79,12190,9,79
8,128,3,28,12986,10,84,12984,10,84
8,128,4,36,13129,10,85,13120,10,85
8,128,5,44,13055,10,85,13050,10,85
8,128,6,52,12696,10,82,12678,10,82
8,128,7,60,12091,9,78,12068,9,78
8,128,8,68,10992,8,71,10912,8,71
8,128,9,76,9992,8,65,9936,8,64
8,160,1,12,12864,8,66,12864,8,66
8,160,2,20,15408,9,79,15406,9,79
8,160,3,28,16389,10,84,16374,10,84
8,160,4,36,16834,10,87,16824,10,87
8,160,5,44,17073,11,88,17055,11,88
8,160,6,52,16583,10,85,16566,10,85
8,160,7,60,16490,10,85,16450,10,85
8,160,8,68,16125,10,83,16056,10,83
8,160,9,76,15041,9,77,14958,9,77
8,192,1,12,17402,8,66,17402,8,66
8,192,2,20,20865,9,79,20864,9,79
8,192,3,28,22345,10,85,22341,10,85
8,192,4,36,23104,11,88,23100,11,88
8,192,5,44,23506,11,90,23455,11,89
8,192,6,52,23408,11,89,23394,11,89
8,192,7,60,23294,11,89,23261,11,89
8,192,8,68,23051,11,88,22984,11,88
8,192,9,76,22604,10,86,22518,10,86
8,224,1,12,18694,8,66,18694,8,66
8,224,2,20,22400,9,79,22400,9,79
8,224,3,28,24002,10,85,23997,10,85
8,224,4,36,24849,11,88,24844,11,88
8,224,5,44,25266,11,90,25260,11,90
8,224,6,52,25565,11,91,25554,11,91
8,224,7,60,25593,11,91,25578,11,91
8,224,8,68,25485,11,90,25448,11,90
8,224,9,76,24744,11,88,24642,10,87
8,256,1,12,22737,8,66,22737,8,66
8,256,2,20,27215,9,79,27214,9,79
8,256,3,28,29210,10,85,29208,10,85
8,256,4,36,30244,11,88,30240,11,88
8,256,5,44,30880,11,90,30875,11,90
8,256,6,52,31304,11,91,31296,11,91
8,256,7,60,31530,11,92,31493,11,92
8,256,8,68,31344,11,91,31312,11,91
8,256,9,76,31330,11,91,31257,11,91
8,288,1,12,25277,8,66,25277,8,66
8,288,2,20,30320,9,79,30320,9,79
8,288,3,28,32466,10,85,32466,10,85
8,288,4,36,33634,11,88,33632,11,88
8,288,5,44,34305,11,90,34300,11,90
8,288,6,52,34608,11,91,34602,11,91
8,288,7,60,34324,11,90,34307,11,90
8,288,8,68,34351,11,90,34336,11,90
8,288,9,76,33994,11,89,33984,11,89
8,320,1,12,26344,8,66,26344,8,66
8,320,2,20,31597,9,79,31596,9,79
8,320,3,28,33829,10,85,33828,10,85
8,320,4,36,34976,11,88,34960,11,88
8,320,5,44,35833,11,90,35825,11,90
8,320,6,52,36358,11,91,36342,11,91
8,320,7,60,36571,11,92,36554,11,92
8,320,8,68,36709,11,92,36696,11,92
8,320,9,76,36224,11,91,36216,11,91
8,352,1,12,29705,8,66,29705,8,66
8,352,2,20,35630,9,79,35630,9,79
8,352,3,28,38166,10,85,38166,10,85
8,352,4,36,39518,11,88,39512,11,88
8,352,5,44,40406,11,90,40395,11,90
8,352,6,52,40894,11,91,40878,11,91
8,352,7,60,41340,11,92,41335,11,92
8,352,8,68,41461,11,93,41432,11,92
8,352,9,76,41653,11,93,41625,11,93
8,384,1,12,32867,8,66,32867,8,66
8,384,2,20,39435,9,79,39434,9,79
8,384,3,28,42229,10,85,42225,10,85
8,384,4,36,43747,11,88,43732,11,88
8,384,5,44,44746,11,90,44740,11,90
8,384,6,52,45404,11,92,45384,11,92
8,384,7,60,45916,11,93,45899,11,93
8,384,8,68,46265,11,93,46224,11,93
8,384,9,76,46438,11,94,46431,11,94
8,416,1,12,35279,8,66,35279,8,66
8,416,2,20,42309,9,79,42306,9,79
8,416,3,28,45318,10,85,45315,10,85
8,416,4,36,47004,11,88,47000,11,88
8,416,5,44,48065,11,90,48055,11,90
8,416,6,52,48655,11,91,48654,11,91
8,416,7,60,49191,11,92,49189,11,92
8,416,8,68,49635,11,93,49624,11,93
8,416,9,76,49824,11,94,49797,11,94
8,448,1,12,36662,8,66,36662,8,66
